oid	name
55822	De Pretis CPA's
55823	Del Conte's Landscaping
55824	Equity Enterprises
55825	George Broder Group, LLC
55826	GMBA
55827	Sunflower Hill
55828	Peter Kuo Insurance Agency
55829	Erin L. Kvistad, Attorney at Law
55832	RK Electric, Inc.
55833	Jacinto Mortgage
55834	Jones, Henle & Schunck
55835	Sharkeye Management, Inc.
55836	Sherri Souza dba Broker in  Trust Real Estate
55837	Joge, Fenton, Jones & Appel, Inc.
55840	RAM Properties
55841	Ramsell
55843	Greg Conlon, Esq., CPA
55844	Exxon Mobil Corporation and its affiliated entities
55845	Christine Hansson, Attorney at Law
55846	Three Bell Capital
55847	Farmers Group, Inc. Employees and Agents PAC SCC
55849	Manning & Kass, Ellrod, Ramirez, Trester LLP
55850	Mira Lago Apartments
55851	Comcast - Comcast Financial Agency Corporation
55852	Robert Alan Hardy, M.D.  (Self-Employed)
55854	Robert A. Tucknott & Associates, inc.
55856	Louise K. Noroian  (Self-Employed)
55857	Northern California Spine Institute
55859	Global Alliance for Health
55860	The Mutual RRG, Inc.
55861	Golden Gate Radiology
55862	Epic Care
55863	Q's Billiard Club & Restaurant
55864	Rafanelli and Nahas Management Co.
55865	Amador Valley Industries, LLC
55866	Cooper, White & Cooper, LLP
55867	De La Housaye & Associates
55868	Joyce Feldman Agency
55869	Lincoln Club of Northern California
55870	Transwestern
55871	National Assn of Health Facilities PAC
55872	Benoit for Supervisor
55873	Miller Starr Regalia
55874	City of Lafayette
55875	Equity Management Company
55877	Armstrong & Associates LLP
55878	Pacific Eye Care Center
55880	East Bay Partners in Cancer Care
55881	Suresh K. Sachdeva, M.D., P.C.
55882	California Emergency Physicians Medical Group
55883	Camp and Camp Associates, Inc.
55884	Condon-Johnson adn Associates, Inc.
55885	Janice Rutherford for Supervisor 2018
55886	A. Wilsey Properties Co.
55888	Rubay & Rubay Real Estate Appraisers
55889	DRAA
55890	Wood, Smith, Henning & Berman, LLP
55891	CEMCON, Inc.
55892	Walnut Creek Chamber of Commerce
55893	Lcc Engineering & Surveying, Inc.
55894	Nestande and Associates
55895	The Lincoln Club of the Coachella Valley
55896	Oliphant Enterprises
55897	Kier & Wright Civil Engineers & Surveyors
55898	Rudney Associates
55899	Supervisor Mary N. Piepho Office Holder Account
55900	The Terrill Company, LLC
55901	Pro-unlimited/Roche
55902	Scosche Industries
55904	F & M Bank
55906	Berkshire Hathaway HomeService
55908	DE & O, Inc.
55909	AAA Public Affairs
55910	Quantum Real Estate Group
55911	McKnight Consulting
55912	Executive Brokers Real Estate Group
55913	Lender
55915	Focus Realty Services - Desco Development Company
55916	Houston Family Foundation
55918	UBS International
55919	HD Design Concepts, Ltd
55922	Albert D. Seeno Construction Co.
55923	East Bay Anesthesiology Medical Group
55924	SF Sentry
55925	West Coast Home Builders, Inc.
55926	I.B.E.W. Local Union 302 PAC Small Contributor Committee
55928	AVR Properties
55930	Milestone Holdings
55932	Bay Sotheby's International Realty
55933	Ralls Gruber & Niece LLP
55935	Clarus Ventures
55936	Earl Ising, Inc.
55938	B Kolberg Associates
55940	Business
55941	INR Corporation
55942	Murphy & Evertz
55943	Wilson Sonsini
55944	Redpoint Ventures
55945	Craig Ragg Real Estate
55946	Prism
55947	SVLG
55948	Medical Anesthesia Consultant/Sheridan Healthcare
55949	Tony Strickland Consulting, Inc.
55950	Gaucho Financial Services, Inc.
55951	RadSite
55953	Lin's Restaurant
55956	Mary Su for Walnut City Council 2014
55958	Monica Garcia for Council 2015
55959	Azusa Unified School District Board of Education
55961	New World International, LLC
55963	Grand Central Recycling
55964	Phillips Ranch Development LLC
55965	Polly Low for Rosemead 2015
55966	R. Pacheco for Baldwin Park City Council 2015
55967	HHDBCB III CAM
55968	John Robinson Consulting, Inc.
55970	Golden Grove Trading, Inc.
55971	Sheet Metal, Air, Rail, Transportation Workers Local Union 105 PAC
55972	Vantage Oncology
55973	Southern California Pipe Trades District Council 16 PAC
55974	Sunway (USA) Investment Group LLC
55975	Sunny Day Adult Day Healthcare
55976	American Chinese Exchange Association
55977	U.A. Journeyman & Apprentices Local 250 PAC
55978	United Steelworkers District 12 California Non-federal Account
55979	Christian Urias
55980	P2S Engineering
55981	Joey Williams
55982	Supreme Funding Corp.
55983	Americaisa Investment LLC
55984	City of Walnut
55985	3158 Strategies LLC dba Southern California Group
55986	Aimo Wireless Inc.
55988	Bob Burke & Company Ltd.
55990	Metro State Hospital
55991	Hing Wa Lee Jewelers
55992	Law Offices of Paul P. Cheng
55993	FKC International
55994	George Realty
55995	Concourse Diagnostic Surgery Center, LLC
55996	Leland C. Dolley, A Law Corporation
55997	California State University Fullerton
55999	Flores Charter Oak School Board 2015
56000	Coalition for a Better Los Angeles sponsored by Plumbers Local Union 78
56001	Heat & Frost Insultators & Allied Workers Local 5 PAC
56002	P&W International
56003	JWL Associates, Inc.
56004	Document Preparation
56005	Solar Serve
56007	Damle Medical Group
56008	Advanced Imaging
56011	Storm Development
56012	New World Medical
56013	OA Systems
56014	Self/Feroz Alam
56015	All Pack Paper & Plastic
56020	Beck Oil Co
56021	CONFIRE
56022	Inland Action
56023	Birdgroup Construction
56024	Boehringer-Ingelheim
56025	Inland Empire United Way
56026	Fred Coops & Co
56027	CA Oncology PAC
56028	California Assoc of Community Managers PAC
56029	California Assoc of Health Underwriters PAC
56030	California Mobilhome Parkowners Alliance PAC
56031	California Resources Corp
56032	CCTA PAC
56033	Mustard Seed Enterprises
56035	Dennis Michael for Mayor
56036	Diversified Pacific Development Group
56037	Southern CA Tribal Education Institute
56038	Executive Council of Home Owners PAC
56040	Gallant Risk & Insurance
56041	San Bernardino City USD
56042	Inland Body & Paint Center
56043	KAR Construction
56044	Kiyan Optometric
56045	Lehigh Hanson Heidelberg Cement
56046	Cetralia School District
56048	MGR Real Estate
56053	National CORE
56054	Robar Enterprises
56055	Mark Christopher Auto Center
56057	Canteen of Coastal California
56060	Takeda
56062	Self/Mike Wepplo
56064	JV Warehouse
56066	CA Republican Party
56067	Mathur for the CalPERS Board 2014
56068	India Currents
56069	Blackberry
56071	Indian Federal Credit Union
56072	San Jose Firefighters Local 230 PAC
56073	Allied Telesis Inc.
56074	Operating Engineers Loc 3 Small Contributor Committee
56075	Stratford School
56076	Kaati Fresh
56078	Intero
56079	Alpha Cab Co.
56080	Classic Cab
56081	Donor Network West
56082	Sidely Austin LLP
56086	Yavneh Day School
56087	El Camino Hospital Foundation
56088	Gutierrez Group Real Estate Advisors Inc.
56089	Writer Consultant Group
56090	Nurse Builders Academy
56091	Westwood Properties
56092	Rai & Associates
56093	Goyal Industries
56095	TDN Law Group
56096	Hollins Consulting
56097	Alliance Funding Group
56098	M.E. Fox & Co.
56101	Eyelet Optometry
56102	Santa Clara Drug
56103	WomenNow Inc.
56104	Heart n' Spice
56105	East China Normal University
56106	Annam Cargo, Inc.
56107	DAL Properties, LLC
56108	Los Gatos Bar & Grill
56109	Oak Grove School District
56110	Michael James Company, Inc. dba Michael James Real Estate
56112	Diamond SJ Enterprise
56113	Airpix Environmental
56114	Birdi & Associates, Inc.
56115	Chugh Firm
56117	Rafi Systems
56118	Science & Tech Corporation
56119	Working Partnerships
56120	Northern California Carpenters Regional Council PAC
56121	Salas O'Brien
56123	U.A. Local 38 COPE
56124	Aman Networks, Inc.
56125	Sand Hill Group
56126	Pacific Cardiology Associates
56127	Stryker Endoscopy
56128	Global Industry Analysts, Inc.
56129	Cognilytics
56130	Kapoor Enterpises
56133	Alum Rock Counseling Center
56134	Tango
56135	Cassidy Turley
56138	Housing Trust
56139	Women's Law Center
56141	Los Angeles College Guild State PAC
56142	Arthur Chi Wing Fong
56143	Million Dollar Baby
56144	Alpha Pharmacy
56145	G E Property Development, Inc.
56146	Global Eagle Investment, LLC
56147	USA International Exchange Association
56148	G&G Restaurant
56149	Hoa Binh Supermarket
56150	Health Mart USA, Inc.
56151	Hocean, Inc.
56152	Hwu-Rang Herbert Lin, D.D.S
56153	James Yan Attorney At Law
56154	Joseph Tseng dba Joseph Tseng Certified Public Accountant
56155	JPL Financial and Insurance Services, Inc.
56156	Jumbo Antique Inc.
56157	USA Thread Inc.
56158	The Architect Group
56159	Kav America AG Inc.
56160	Law offices of Catherine Ken
56161	KSX Enterprise, Inc. dba Golden Star Enterprise
56162	Chevalier International Inc.
56163	Decorative Specialties
56164	Paul Mitchell
56165	Michael H. Lam
56166	Sincere Enterprises, Inc.
56167	Loyal Properties
56168	Law Offices of Fei Pang
56169	First Signal, Inc.
56170	New Century BMW
56171	USA4You Corperation
56172	Los Angeles 80-20
56173	Los Angeles College Guild PAC
56174	Lotus Blossum Community Service, Inc. dba Lotus Blossum Therapy Center
56175	Tai Ying Liang Lu
56176	TCD Development
56177	CAN Education Group
56178	V. K. Food Inc.
56179	Meiyi Enterprises, Inc.
56180	Michelle Lau dba American Association of Acupuncture & Traditional Chinese Medicine
56181	Mike Eng for Los Angeles Community College Board of Trustee 2017
56182	DePinto Morales Communications
56183	Fu Yuan Inc.
56184	China Town Service Center
56185	H.K. & 88
56187	Ontario Airport Hotel
56188	Outsource Medical Billing, Inc.
56189	Paramount Law Firm, LLP
56190	Park Place Commercial, LP
56192	Esmond National, Inc.
56193	Polly Low for Rosemead Council 2015
56194	Asian Food Trade Association
56195	Janco & Winnex
56196	Royal Irvin College, Inc.
56198	Rosemead Dialysis GW
56199	Grand Ocean Customs Brokerage Inc.
56200	Southern Group Enterprise, Inc.
56201	Stephen Sham for City Council 2014
56202	Sunset Franchise Capital, LLC
56203	Henry Y. Szu
56204	Ta Fang Chen C. A. DBA Warner Victory Medical Center
56205	Chinese American Construction Professionals
56206	TBI Education Services, Inc.
56207	The Westin Bonaventure Hotel and Suites
56208	Thomas Wong for San Gabriel Valley Municipal Water District 2016
56209	Huu Thong
56210	Lucky KT Noodles
56211	Tinder Leather Company, Inc.
56212	Overseas Chinese Affairs Council
56213	Tsung Kwong Chung dba Live Communications
56214	Far East Times
56215	Tuncang Group, Inc.
56216	UPC Medical Supplies, Inc. dba United Pacific Company
56217	US Sichuan Chamber of Commerce
56218	Wah Hung Group, Inc.
56219	BoneBest
56220	Law Office of Scott Warmuth
56221	Wong & Mak, LLP
56223	888 Food Company
56224	Pokil Wong
56225	Casita Zen, LLC
56226	David Bow Woo
56227	Alpha Viana Inc.
56229	G.7.G., INC.
56230	Ping Yang
56231	Wen L. Yang
56232	High Star Toys Inc.
56233	American Carson International
56234	Solar Max Renewable Provider, Inc.
56235	Global Wholesale, Inc.
56236	AHMC Healthcare, Inc.
56237	Allstate Paper & Metal Recycling Company, Inc.
56238	An York Lee dba Dr. Lee Acupuncture
56239	Anna Seu dba Banana Inc.
56242	Audormatics USA, Inc.
56244	BMMTD, LLC
56245	California Mortgage Bankers Association PAC Two, Sponsored by:  California Mortgage Bankers Association
56246	Zhi Tuo Real Estate Group
56247	Charles T. Mathews / The Mathews Law Group
56249	Shuping Chen
56250	Cedar-Sinai Medical Center
56251	Gi-Hao Cheung
56252	Giant Union Co. Inc.
56253	Coldwell Banker George Realty
56254	Commercial Advance Investment Inc.
56256	Daniel Deng
56257	Device Engineering & Product Design
56258	Elite Diagnostic and Medical Group
56259	Alhambra Educational Foundation
56261	Fan Fan Jiang dba Institute of TCM Seminars
56262	Far East Holistic Health Care Center, Inc.
56263	Fenwu University of Alternative Medical LP dba Alhambra Medical University
56264	International Business Machines
56265	Aguiar Ranch
56266	Diane Anderson
56267	Buckhorn
56268	Colusa Indian Health Clinic
56269	Barth Daly, LLP
56270	Bellevue North 250, LLC
56271	Agrilogic
56272	Placer Community Foundation
56273	Bowen Pools and Renovations, Inc.
56274	Vacaville Unified School District
56275	Echo Global Logistics
56276	Stonefield Homes
56277	C & A Farms, LLC
56278	California Seed Association PAC (CAS)
56279	Vintage Paving Company
56280	Carbahal & Company
56281	Carbahal and Company
56282	Winters Cemetery
56283	Chamberlain Farms
56284	Rick Collins
56285	Cunningham Engineering Corporation
56286	Adidas
56287	Davids Engineering
56288	Patricia A. De Tar
56289	Broward Builders, Inc.
56290	Mercy San Juan Medical Center
56291	Dunham Productions, Inc.
56292	William D. Harrison, DDS, Inc.
56293	Delaine A. Eastin
56294	Ficelle, LLC
56295	Winters Joint Unified School District
56296	Yolo County Superior Court
56297	Harris & Company
56298	Sunwest Wild Rice Company, Inc.
56299	Daniel Hrdy
56300	J G Acoustics
56301	Field & Pond
56302	Crocker Art Museum
56303	Nancy Joyce
56304	Center for Land-Based Learning
56305	Chuck Krouse
56306	Law Offices of Norman G. Rosen
56307	University of California, Davis Athletics
56308	Gilbert Associates, Inc.
56309	Tremont Group
56310	Tina Lowden
56311	Jack Mariani
56312	Martin Mariani
56313	Circuit City
56314	Maricopa Orchards, LLC
56317	Sierra Orchards
56318	Mo Devco, LLC
56319	Stephen Newman
56321	KO Construction
56322	Separovich Domich
56323	Dana Pearlman
56324	Valley Tires
56325	Home Box Office (HBO)
56326	Radial Tire Center, Inc.
56327	Bear Flag Farm
56329	Rolston Mary & Weaver M.
56330	A.H. Rominger & Sons, Inc.
56331	Goldman Environmental Foundation
56332	Meals on Wheels
56333	Hartnell College
56334	SF Transport Inc.
56335	Putah Creek Council
56336	T Woodard & Associates, Inc.
56337	Button Turkovich/Turkovich Family Wines
56338	Reynier Fund, LLC
56339	La Tavola Fine Linen
56340	Sandra Vickrey
56341	La Tavola
56342	Rise Incorporated
56344	Park Winters
56345	Ronald Andrade
56346	TMIC Group, Inc.
56347	Samuel Crowe & Associates
56348	Inland Congregations United for Change (ICUC)
56350	Holly J Mitchell for Senate 2013
56351	Western University College of Optomety
56352	Law Office of Eloise Gomez Reyes
56356	San Bernardino Municipal Water District
56360	Housing Authority of the County of San Bernardino
56364	Montes for Rialto School Board 2014
56365	National Women's Political Caucus of California PAC (NWPC CA PAC)
56366	PCH Architects
56367	Kern County Fire Department
56371	City of San Bernardino
56375	Young Visionaries Youth Leadership Academy
56381	1202 Salon & Spa
56382	United Agency
56383	Jeffry E. Davis, Salesman
56384	Community Centers, Inc.
56385	El Portal Restaurant
56386	Ellis & Ellis CPA, Inc.
56387	A. Edward Ezor Law Offices
56388	Hahn & Hawn, LLP
56389	50/50 Leadership
56390	Brentwood Advisory Group, LLC
56391	G.F. Bunting & Company
56392	Lois Frankel, Consultant
56394	City of Los Angeles Economic & Workforce Development Department
56395	Wendy's Enterprises
56396	Gang, Tyre, Ramer & Brown, Inc.
56397	Jackson for Senate 2016
56401	Lovella Bridal
56403	Heritage Clinic
56404	Kennedy for City Council
56405	Young Women Christian Association
56407	La Verne Police Officers Association PAC Fund
56408	Women at Work
56410	Abraham Lincoln University
56411	Law Offices of Makupson & Howard, A Professional Corporation
56412	Fire Family Foundation
56413	Mel Cohen Insurance Services
56414	Minasian & Associates
56415	National Women's Political Caucus L.A. Metro PAC (NWPC LA Metro PAC)
56416	Nationwide Mutual Insurance Company Political Action Committee (Fed PAC ID C00076174)
56419	Wing Hop Fung, Inc.
56420	Orren & Orren, Attorneys at Law
56421	Pasadena Management Association PAC
56422	Pasadena Police Officers Association PAC
56423	Diana Peterson-More, Consultant
56424	QDRO Counsel, Inc., A Professional Corporation
56426	Sharp Seating Company
56427	Rofagha Chiropractic Corporation, Family Chiropratic Wellness Center
56429	Michael B. Scott, MD, Inc.
56431	Pasadena Church of Scientology
56432	Doubletree Group
56433	TPFG, Inc.
56434	Turner & Associates
56435	Fortune Escrow, Inc.
56436	Jack Von Bulow, DDS
56437	Jenesse Center, Inc.
56439	Weber for Assembly 2016
56440	Sylvia Whitlock, Education Consultant
56441	Los Angeles Department of City Planning
56442	Women in Power (WIP PAC)
56444	Ballard Home
56445	Owner, Health Insurance Brokers, LLC
56446	Bass for Congress
56447	Combined Worksite Solutions
56449	Law Offices of Timothy Bowles, Professional Corporation
56450	University of Southern California, Rossier School of Education
56451	Brightside Innovations, Inc.
56452	California Physical Therapy Political Action Committee aka CAL-PT-PAC
56453	CGA Holdings, LP
56456	Chu for Congress
56457	Law Offices of Rosemary Coleman, A Professional Corporation
56458	Culver & Associates
56461	Flynn Properties, Inc.
56462	Friends to Re-Elect City Councilmember Mark Ross
56463	Fulton Family Winery
56464	City Pass
56465	Gargiulo Vineyards
56467	David Gilbreth
56468	Gildead Sciences, Inc.
56470	Sustainable Napa County
56471	Gordenker Turkey Farms
56473	Gordon Family Ranch LLC
56474	Universal Capital
56475	Walker Communications, Inc.
56476	C-Line Express
56480	Whetstone Wine Cellars
56481	Peter White
56482	The Mustard Seed Clothing Company
56483	Bin to Bottle
56484	Napa Jet Center
56485	Wilcor Autos, Inc.
56486	Jim Gray
56489	Riechers Spence & Associates
56490	A&C Ventures, Inc.
56491	Heritage Sotheby's Int. Realty
56492	Hall Vineyards
56493	Long Meadow Ranch
56494	Hallmark Inn
56495	Nicolas Hamati
56496	Jeffrey E. Hammond
56498	Auberge Resorts
56499	Harsch Investment Properties Management, LLC
56500	ISI-USA, Inc.
56502	Sleepy Hollow Dairy and Vineyards
56503	Napa River Realty - Vallejo
56505	Premier Pacific Vineyards
56506	Felicia Woytak
56507	Wright Contracting, Inc.
56508	Sears Point Farming Company
56511	John Youngberg
56512	Zapolski Real Estate, LLC
56513	Scott Zion
56514	Black Stallion Estate Wines
56515	Fairfield Police Managers Association
56517	Harlan Estate
56518	Markham Vineyards
56519	Outpost Wines
56520	Stephen Parry
56521	Washoe House Restaurant
56522	Holman, Teague, Roche & Anglin, LLP
56523	Coldwell Banker Commercial
56524	Napa Wine Company
56525	Gordon Huether
56527	Hunt McKay Cellars, LLC
56528	I.A.F.F. Local 1401- Committee for a Safe Santa Rosa
56529	IBEW Local Union 340
56530	Malloy Imrie & Vasconi Insurance
56531	Delicato Family Vineyards
56532	Juliana Inman
56533	Rutherford Grove Winery
56534	Duckhorn Wine Company
56535	St. Supery Estate Vineyards & Winery
56536	International Brotherhood of Electrical Workers, Local 551 PAC
56537	J. Paul Silvstri, Jr. PA
56538	Veale Outdoor
56539	James Fisher & Son, Inc.
56540	Centry 21
56541	Reverdy Johnson
56542	1801 L
56543	Susan Kappel
56544	Bill Keever
56545	Keever Vineyards
56546	Bruce Ketron Attorney at Law
56547	Darioush Winery
56548	Napa Valley Emergency Medical Group
56549	William D. Kopper
56550	Korve Consulting, LLC
56551	Napa County Bicycle Coalition
56553	Boys & Girls Club
56554	Kunde Winery
56555	Jack C. Lake
56556	Lambert Water Conditioning, Inc.
56557	Abreu Vineyards
56558	Accountants and Management Consultants
56559	ACEC Napa Solano Chapter
56560	Adams Broadcasting Consulting, Inc.
56565	Bruce L. Ahnfeldt
56568	American Council of Engineering Companies (ACEC)
56569	American Federation of State, County & Municipal Employees (AFSCME) Local 2620
56572	Madison Vineyard Holdings
56573	Windermere Napa Valley Properties
56574	Jay M. Levy, M.D.
56575	Local Societies of the California Optometric Assocation PAC
56576	Napa Learns
56577	XEnergy Technologies, LLC
56578	Manuel Carbahal CPA
56579	Marc Tonnesen for Assessor Recorder
56580	Vicor Restaurant Supply
56582	Lumiere Cellars
56583	Ashbritt, Inc.
56591	Mariani Nut Co.
56592	Swiss Hotel Group
56593	Marriott Internation, Inc.
56594	Accolade Wines North America, Inc.
56595	Sonoma International Film Festival
56597	Helen Megan
56598	Merck Sharp & Dchme Corp
56600	B & K Napa Waste, LLC
56601	Taylor Metal Products
56602	Barbour Vineyards, LLC
56604	Global Wine Partners
56605	Bullseye Farm
56606	BLT Enterprises, Inc.
56609	Moulds Family Vineyards
56610	Vintners Collective
56614	MVP Vineyard, LLC
56615	Napa Junction Hotel Venture, LLC dba Holiday Inn Express - Napa Valley
56616	Nelson Family of Companies
56618	Sports Turf Irrigation
56624	Boyd Family Vineyards, LLC
56625	Brown Construction, Inc.
56626	Dennis Cakebread
56627	Cakebread Vineyards
56628	The Niello Company
56629	Northern California Engeering Contractors Assn. PAC
56630	Pionetics Corporation
56632	O'Neill Beverages Company, LLC
56633	California Asphalt Pavement Association - PAC
56634	California Association of Highway Patrolmen
56635	Hawthorn Suites by Wyndham
56636	California NIF Network
56637	Price Pump Company
56638	Pionectics Corporation
56639	Placer 536
56640	Policy Vineyards
56641	Parker Management Consulting Inc.
56642	Caroline Price
56644	Pridmore Brothers Construction Inc.
56645	Ron Profili
56646	Heritage Sothebys International Realty
56648	Rayne of the Wine Country
56649	Jeffrey Redding
56650	Regusci Vineyard Management, Inc.
56651	X Winery
56652	Renne, Sloan, Holtzman & Sakai
56653	Renteria Vineyard Managment, LLC
56654	Hall Wines LLC
56655	The Doctors Company Foundation
56656	Mark C. Richmond
56657	Deborah Robertson
56658	Gary Rose
56661	California State Retirees PAC
56662	Donald Rosuck
56663	Standard Beverage Corp.
56664	RWS Corporation
56665	90 Plus Wine
56667	Visio International, Inc.
56668	White House, Inc.
56669	Calistoga Hills Resort, Inc.
56674	HP Enterprise Group
56676	Armijo High School
56677	Vantreo
56679	William Chiat
56680	CISCO Systems, Inc. EPAC CISCO Systems, Inc. CA PAC
56681	Civitas Advisors, Inc.
56682	Sebastiani Vineyard & Winery
56683	Rosaura Segura
56684	Steven Silva
56685	Adventure RV Napa
56686	Smith & Burstein, Attorneys at Law
56689	Coldwell Banker Doug Arnold Real Estate, Inc.
56690	Statefarm Insurance
56691	Committee to Elect Peter D. Mott Napa City Council
56692	Strong & Hayden Associates
56693	Law Office of Frank J. Crum
56694	Cuneo Properties
56697	Staglin Vineyards
56700	Matthew Stone
56701	Napa Valley Vinters
56703	Syar Industries, Inc.
56704	Taddei Vineyards
56705	Davd-Mar Co, Inc.
56706	Ken Davis
56707	Solano-Napa Habitat for Humanity
56709	Sycomp Technologies
56710	Diageo-Guiness USA, Inc.
56711	Dickenson, Peatman & Fogarty
56713	Jeffrey F. Dittmer
56714	Napa Valley Development Corporation
56715	Outpost, Inc.
56716	Diana L. Doyle MD
56717	Venture Capital
56718	Eagle Vines Vineyards & Golf Club
56720	Teaderman Business Park LLC
56722	Biagi Brothers
56723	Anthony R Torres
56724	Kerry Egan
56726	FairPAC, Sponsored by the Civil Justice Assocation of CA
56730	Vinolio Imports & Exports LLC dba Bounty Hunter Rare Wine & Spirits
56731	Caymus Vineyards
56735	Teamsters Local 287 DRIVE
56736	Bumb & Associates
56737	Joint Electrical Industry Fund PAC
56739	Robinson Oil Company
56742	Voler Strategic Advisors, LLC
56743	Mexico Bakery Inc.
56744	Abilene Inns LLC dba Holiday Inn Express
56745	AM/PM Convenience Store
56746	Gurukirpa, Inc dba Taste of India #1
56747	Subway Sandwiches
56748	Adam Nick & Associates, Inc
56749	Best IT Experts Inc
56750	Butani Insurance
56751	Continental Property Management
56752	Indus Infotech
56753	L & T Infotech
56754	Intelty, Inc
56755	Ashok K. Madan
56756	Law Office of Shawn Steel
56757	South Coast Plaza
56758	Cal Top Realty & Investments, Inc
56759	Deepak J. Krishan, CPA
56760	Swedesboro Shell
56761	The Taormina Children's Trust No.1
56762	The Taormina Children's Trust No.2
56763	The Taormina Children's Trust No.3
56764	The Taormina Children's Trust No.4
56765	The Taormina Revocable Inter Vivos
56767	Days Inn
56768	CRA Physical Therapy Corp
56769	Scripps College
56770	M.A. Gould & Associates
56771	K Mann Brothers Inc dba KS Market
56772	Coast Diamond
56773	Pico Rivera Animal Hospital, Inc
56774	Harvinder Sahota, MD
56775	Sidhu Chiropractic, Inc
56776	Inderjit Singh, MD
56777	Prospera Hotels, Inc
56778	Bassi & Bassi, Inc dba Circle K
56779	Chamus & Associates
56780	MAG Services
56781	Exim Engineering, Inc
56782	Autism Spectrum Services
56783	Shabadio, Inc
56784	Cottage Pet Hospital
56785	Shah & Company CPA
56786	Satinder Swaroop, MD
56787	Stradling, Yocca, Carlson & Rauth
56788	AJ Taxi
56789	Pari Enterprises
56790	Tulsi Savani
56791	Premium Circuit Inc.
56792	Arrow Animal Hospital, Inc
56793	AllTech Circuit Inc
56794	Jag Salgaonkar
56795	Spring Clearwater of CA Inc
56796	Caltronics Circuit, Inc
56797	LA Gauge Co
56798	Brius Health Group
56799	CA Tow Truck Association Inc.
56800	Northgate Gonzalez LLC
56801	Operating Engineers Local 3
56803	Verizon Communications Inc. Good Gov't Club
56814	Antica Napa Valley
56815	Bespoke Collection
56816	Cakebread Cellars
56817	Gamble Family Vineyards
56818	Krupp Brothers Winery
56819	Paradigm Winery
56820	Schramsberg Vineyards
56821	Whitehall Lane Winery
56822	ZD Wines., LLC
56823	Marshall Medical Center
56824	Up Capital Management Inc
56825	RAM Consulting, Inc
56826	Newsura, Inc.
56827	FRC
56828	Cook Brown LLP
56829	Rocklin USD
56830	Mercy General Hospital
56831	Clean4Sale, Inc
56832	Empire Safety & Supply
56833	Bradley Farms
56835	DCMA Stockton
56836	Turnure Medical Group
56837	Yale
56838	Glorioso Design
56839	Seeders America
56840	Verisgn, Inc.
56841	University of Chicago Law School
56842	American Health Care
56844	Johnston Trading Inc
56845	Barnes & Thornburg LLP
56846	Dheeraj Kamra, MD
56848	Banker's Life
56849	Sutter-Roseville Hospital
56850	PFJ
56851	Baker & McKenzie
56852	Vishva Dev
56853	Nielsen & Associates Architects
56854	Zacks & Freedman P.C.
56855	Reynin and Bardis
56856	Winthrop HAUS
56858	Stamas Corp
56860	Strauch Co.
56861	Freshfields Bruckhaus Deringer US LLP
56862	TerraQuest Realty
56863	The Ballard Group
56864	CT Consulting
56865	Thong Tram D.O.
56866	Golden Bear Financial Planning
56867	Dreamstone Video
56868	A. Teichert and Son, Inc.
56870	Marsha Anderson
56871	Aragon Solutions
56872	Will Arnold
56875	Kay Blacker, M.D.
56876	Cedaron Medical
56877	Bray Consulting
56878	Adam Bridge
56879	Brix and Mortar, LLC
56880	Philliber Research & Evalutaion
56881	Victor G. Bucher
56883	TPMG
56884	Jonathan Clay
56885	Coldwell Banker/Doug Arnold Real Estate
56886	California Center for Cooperative Development
56887	JM Corbett Insurance Agency
56888	Cathy Creswell
56892	CSU Sacramento
56893	Anchorage School District
56894	Davis Flight Support
56895	Fleet Feet Sports
56898	Daniel Dowling
56899	Frederick Durst
56900	CAIR-SV
56903	Wincere, Inc.
56904	Refrigiwear, Inc.
56905	River City Bank
56906	Frank Skover and Sons
56910	David S. Frye
56911	Pioneer Machinery, Inc.
56912	Cable Car Wash
56913	Woodland JUSD
56915	Jim Gonzalez & Associates, LLC
56917	Granite Construction Company
56918	Sacramento Metro AQMD
56919	Hamza El Nakhal and Associates
56920	Davis Waste Removal
56921	IRH Property
56922	CLC Incorporated
56923	California Healthcare
56924	Davis Arts Center
56925	Elliot Homes
56926	Tandem Properties
56930	Timmons, Owen, Jansen & Ticky, Inc.
56931	John Brinley, Inc.
56932	Jon Berkeley Management Inc.
56933	Charlene M. Jones
56934	David Kalfee
56935	Kaufman & Company, Ltd.
56936	California Bureau of Real Estate
56937	Spafford & Lincoln, Inc.
56941	Patrick Leathers
56942	Management Partners
56943	Jeff Leshuk
56944	McGeorge School of Law
56946	LHS Nut Farm, LLC
56947	Lovering Investments
56948	TJL Planning, Inc.
56949	Melissa A. Lyans
56950	Remy, Thomas, Moose and Manley LLP
56951	International Coach Federation
56952	GE Capital
56953	H. Vincent McLaughlin
56954	A&L Services, Inc.
56957	Sutter Medical
56958	Morse Custom Homes & Remodeling
56961	Muller Ranch
56962	Paul Muller
56963	El Macero Beacon
56964	Nishi Gateway, LLC
56965	Mishka's Cafe
56967	Maria Ogrydziak
56968	Operating Engineers Local Union #3 PAC
56969	Los Rios Community Coilege District
56970	Patrick Kennedy for SCUSD Board of Education 2012
56971	Paulsen Farms
56972	Sutter Davis Hospital
56973	Los Rios College District
56974	Davis Roots
56975	Ramco Enterprises, Inc.
56976	Yolo Federal Credit Union
56978	The Beachway Group
56981	Pulte, Inc.
56982	Davis Lofts Inc.
56983	Red Door Building Company
56984	Larry W. Rolston
56985	Tim Ruff
